id	Text
2037	few side effects at first, but now, after about months on the stuff, at about 20 hours after last dose, I start to get wierd feelings.
2038	"ALmost shakey, or tremors, but they are ""below the surface"" rather than something visible."
2039	More like I feel as though I am vibrating.
2040	Sometimes ringing in my ear, or lightheadedness.
2041	At the very beginning of taking Effexor XR (75 mg) I had more energy, sweaty palms, jittery legs, hot flashes.
2042	After about two weeks, the side effects settled down and I thought I was doing alright.
2043	Decreased Libido.
2044	occasional sleeplessness; @ 225 mg/day - very difficult to orgasm, not as bad @ lower doses.
2045	fatigue and sleeping around 15 hours a night and still tired, Loss of sex drive and erection problems when medication doubled from 75mg to 150)  eye site deteriated to the point I thought i needed glasses but once I took myself off the drug eye site returned to normal.
2046	Agressiveness and short tempered.
2047	All side affects and withdraw effects are now gone.
2048	bruise easily, terrible joint pain, still have days that I have no desire to get out of bed.
2049	I was wondering if anyone else has experienced the bruising and terrible joint pain.
2050	It makes you look like a crazy person when your labs are normal and you still complain of pain.
2051	I know the pain is real.
2052	constipation, aching muscles in both legs and fatigue. 
2053	Obnoxious behaviour, Increased talkativeness, nausea, diarrhea, headaches, insomnia, flatulence, depression, moderate weight gain, unable to achieve orgasm, increased sexual pleasure.
2054	All of the short term side effects only lasted for the first 2 months,(sexual and weight problems manifested itself over the long term) except for the obnoxious behaviour and increased talkativeness.
2055	I guess I can say that there are times my blood pressure increases.
2056	night sweats, dreams, possibly increased appetite.
2057	I started out taking 300 mg of Effexor and am now down to 150 mg At 300, I had very bothersome night sweats.
2058	all was fine (taking it for almost 3 months) but recently noticed I was gaining weight!
2059	intense dreams, loss of sex drive. 
2060	Loss sex drive; weight gain; night sweats; nightmares; muscle twitches and jerky when sleeping; ( miss a dose i get depression or panic attack- sometimes withdraw symptoms).
2061	The first 3 days or so, I thought I was in the twilight zone.
2062	Dizziness, ringing of the ears, irritable, anxious, horrible nightmares, feelings of electrical surges in my body.
2063	GAS,vivid dreams, some muscle twitches.
2064	"mosy of my side effects were in the first week or so starting effexor xr and whenever the dosage is raised, i experienced extreme headaches was extremely tired, very nausous, no appetite,a mild ""high"" feeling no sex drive mainly because i was way to tired."
2065	all those side effects went away though after a couple weeks and now it just makes me really gassy and i think my vision has become a little more blurry, the gas is very innoying though even at night when im in bed with my boyfriend its really uncomfortable but i took an over the counter pill for gas relief and it seemed to work.
2066	Nausea, a light-headed feeling, and dizziness but only at first.
2067	The side effects go away.
2068	dry mouth, insomnia if taken late in the day, However.
2069	I can't say these side effects outweigh the benefits.
2070	Sweaty hands & feet Euphoria.
2071	in that time i had strange feelings almost like i was on a high at times.
2072	pupils were hugely enlarged, clenching my jaw alot, suffering alot of dreaming i never use to.
2073	sleeping alot about 12hours a day, coffee doesnt keep me awake anymore.
2074	have experinced headaches alot when i wake up mainly, increased appiette, weight gain of course.
2075	im happy with the result, is certainly worth the side affects.
2076	the side effects are less common and some totally gone already.
2077	Going on it the side effects only lasted about a week.
2078	I had 2 nights where I just couldn't sleep, was slightly nautious and my pupils were MASSIVE!
2079	I hardly remember.
2080	With 300 mg, insomnia.
2081	Sweating is worse.
2082	Some libido decrease.
2083	Am definitely having difficulty sleeping but was able to wean off Xanax.
2084	Night Sweats, Restless Legs, Take 150mg, and that, along with Provigil that I started a bit later, appear to have given my regular epilepy meds a push to stop my seizures, that were previously at 4-5 a day.
2085	I do sweat like a pig at night, am very flat emiotionally and have zero sex drive, which is good, because it also keeps my johnson from working very well.
2086	May sound like a crappy drug, but I'll take the side effects for no seizures any day.
2087	I felt like I was on speed, but after my body adjusted it gave me my life back.
2088	I have gained about 15 lbs in 6 months.
2089	My hands are swelled.
2090	I have had a loss of sex drive, Also.
2091	can't cry. 
2092	Reduced sex drive, insomnia,.
2093	increased resting heart rate, loss of appetite in the beginning but went back to normal after 2 months, mild constipation, vivid dreams when dosage was increased to 150mg, difficult to wake up but more energy when awake.
2094	the first time i used effexor was 4 years ago and it caused me to lose about 10 pounds, but i became pregnant and switched to zoloft.
2095	I was very dizzy and sick to my stomach.
2096	These side effects subsided and I've been successfully taking the medication for six months.
2097	slight anxiety increase, night sweats. 
2098	very sleepy the first week and the first week of increased dose.
2099	Freaky dreams for a few months after starting it.
2100	Decreased appetite, weight loss, sexual side effects (inability to orgasm), insomnia.
2101	Elevated blood pressure.
2102	got hives and fever blisters instead of anxiety attacks.
2103	Then hives at same time every day for no reason.
2104	I really like this drug but am trying to decide if I can put up with the itching. 
2105	dizziness when standing after bending down.
2106	reduced sex drive and difficulty is reaching orgasm.
2107	The only side effect I have is occasional tremors, mostly in my hands.
2108	This occurs almost exclusively when I am over-tired.
2109	sexual dysfunction, sleeplessness, vivid dreams, yawning.
2110	The sexual dysfunction is not terrible and the sleeplessness is managable with sleeping tablets and hopefully it subsides soon.
2111	difficult in reaching orgasm.
2112	loss of sexual drive, slight brain zap.
2113	Body tremors, Low sex drive, Difficulty getting an erection, Loss of need to socialize, and Weight gain.
2114	Effexor XR makes being alone perfectly fine and combined with the low sex drive I feel little need to meet people which is not good.
2115	to the point of gaining 40lbs which is also not lovely.
2116	"inability to reach orgasm, but only for a short time when first startted and when upped dosage, weird ""brain zaps"" others mention and vivid dreams when miss a dose, inability to get off it due to withdrawl symptoms - physical and emotional, but I was only trying to get off to start another antidepressant, so didn't really have to get off it."
2117	Nausea, Insomnia, Loss of appetite, Dizziness, Dry mouth, Increased sweating, Constipation, Abnormal dreams, Weight loss, High blood pressure, Flushing, Abdominal pain, Twitching, Inability to sit still, A rapid heart rate, Fever, sweating, or shivering, Coughing, Extreme confusion, High cholesterol, Hemorrhoids, Liver problems, A decreased sex drive,, My Dr. tried every medication and nothing worked, until he put me on Effexor XR.
